term,corr,state,freq
disorder adhd,0.003,7,alpha
happy faces,0.003,7,alpha
education,0.003,7,alpha
depressed,0.002,7,alpha
imagined,0.002,7,alpha
depressive disorder,0.002,7,alpha
metabolic,0.002,7,alpha
discrimination,0.002,7,alpha
discriminate,0.002,7,alpha
mind tom,0.002,7,alpha
consumption,0.002,7,alpha
integrate,0.002,7,alpha
signaling,0.002,7,alpha
attenuation,0.002,7,alpha
conceptual,0.002,7,alpha
autobiographical,0.002,7,alpha
confounding,0.002,7,alpha
capacity,0.002,7,alpha
humans,0.002,7,alpha
serial,0.002,7,alpha
add,0.002,7,alpha
intelligence,0.002,7,alpha
maps,0.002,7,alpha
awareness,0.002,7,alpha
inferior,0.002,7,alpha
balance,0.002,7,alpha
dominance,0.002,7,alpha
long term,0.002,7,alpha
adolescents,0.002,7,alpha
inconsistent,0.002,7,alpha
discrimination task,0.002,7,alpha
cues,0.002,7,alpha
exploratory,0.002,7,alpha
persons,0.002,7,alpha
memory processes,0.002,7,alpha
expressed,0.002,7,alpha
oral,0.002,7,alpha
mdd,0.002,7,alpha
head,0.002,7,alpha
behavioral,0.002,7,alpha
parietal temporal,0.002,7,alpha
arterial spin,0.002,7,alpha
psychotic,0.002,7,alpha
eyes,0.002,7,alpha
suffering,0.002,7,alpha
arterial,0.002,7,alpha
sizes,0.002,7,alpha
encoded,0.002,7,alpha
disorders,0.002,7,alpha
visual information,0.002,7,alpha
suppression,0.002,7,alpha
salience network,0.002,7,alpha
spectrum disorders,0.002,7,alpha
parkinson,0.002,7,alpha
smokers,0.002,7,alpha
response times,0.002,7,alpha
major depressive,0.002,7,alpha
inferior superior,0.002,7,alpha
prime,0.002,7,alpha
female,0.002,7,alpha
poor,0.002,7,alpha
experience,0.002,7,alpha
probability,0.002,7,alpha
mci,0.002,7,alpha
cerebral cortex,0.002,7,alpha
deficits,0.002,7,alpha
suppressed,0.002,7,alpha
oriented,0.002,7,alpha
risky,0.002,7,alpha
symptom,0.002,7,alpha
deficit,0.002,7,alpha
hc,0.002,7,alpha
reference,0.002,7,alpha
developmental,0.002,7,alpha
handedness,0.002,7,alpha
values,0.002,7,alpha
cognitive impairment,0.002,7,alpha
cortex bilaterally,0.002,7,alpha
expectation,0.002,7,alpha
sex,0.002,7,alpha
pd,0.002,7,alpha
family,0.002,7,alpha
depression,0.002,7,alpha
life,0.001,7,alpha
cingulate gyrus,0.001,7,alpha
size,0.001,7,alpha
spatially,0.001,7,alpha
associations,0.001,7,alpha
act,0.001,7,alpha
bilaterally,0.001,7,alpha
controlled,0.001,7,alpha
behavioral measures,0.001,7,alpha
relevance,0.001,7,alpha
memory tasks,0.001,7,alpha
avoid,0.001,7,alpha
children,0.001,7,alpha
spatiotemporal,0.001,7,alpha
performance task,0.001,7,alpha
conflicting,0.001,7,alpha
adolescence,0.001,7,alpha
adolescent,0.001,7,alpha
magnitude,0.001,7,alpha
cognitive task,0.001,7,alpha
ability,0.001,7,alpha
childhood,0.001,7,alpha
identification,0.001,7,alpha
belief,0.001,7,alpha
core,0.001,7,alpha
dimensions,0.001,7,alpha
organization,0.001,7,alpha
substance,0.001,7,alpha
efficiency,0.001,7,alpha
focus,0.001,7,alpha
preference,0.001,7,alpha
thoughts,0.001,7,alpha
diagnosis,0.001,7,alpha
accurate,0.001,7,alpha
concept,0.001,7,alpha
hoc,0.001,7,alpha
cerebral,0.001,7,alpha
adults,0.001,7,alpha
vulnerability,0.001,7,alpha
individual variability,0.001,7,alpha
frequency,0.001,7,alpha
behavioral performance,0.001,7,alpha
age,0.001,7,alpha
salience,0.001,7,alpha
mapping,0.001,7,alpha
interactions,0.001,7,alpha
recognized,0.0,7,alpha
expertise,0.0,7,alpha
frontal parietal,0.0,7,alpha
mnemonic,0.0,7,alpha
sulci,0.0,7,alpha
muscle,0.0,7,alpha
cognitive processes,0.0,7,alpha
solving,0.0,7,alpha
difficult,0.0,7,alpha
parietal cortices,0.0,7,alpha
capture,0.0,7,alpha
bodily,0.0,7,alpha
cortex lateral,0.0,7,alpha
sensorimotor network,0.0,7,alpha
coordination,0.0,7,alpha
rules,0.0,7,alpha
plasticity,0.0,7,alpha
sequential,0.0,7,alpha
ventral dorsal,0.0,7,alpha
postcentral gyrus,-0.001,7,alpha
dimension,-0.001,7,alpha
posterior insula,-0.001,7,alpha
elderly,-0.001,7,alpha
compensatory,-0.001,7,alpha
concurrent,-0.001,7,alpha
epilepsy,-0.001,7,alpha
rating,-0.001,7,alpha
intentions,-0.001,7,alpha
short term,-0.001,7,alpha
manipulation,-0.001,7,alpha
discriminated,-0.001,7,alpha
addition,-0.001,7,alpha
temporal cortices,-0.001,7,alpha
disease,-0.001,7,alpha
orientation,-0.001,7,alpha
goal directed,-0.001,7,alpha
cortex supplementary,-0.001,7,alpha
supplementary motor,-0.001,7,alpha
word pairs,-0.001,7,alpha
unilateral,-0.002,7,alpha
priming,-0.002,7,alpha
engagement,-0.002,7,alpha
inferior temporal,-0.002,7,alpha
motor sma,-0.002,7,alpha
lexical decision,-0.002,7,alpha
languages,-0.002,7,alpha
simulation,-0.002,7,alpha
magnetoencephalography,-0.002,7,alpha
finger tapping,-0.002,7,alpha
alpha,-0.002,7,alpha
mental states,-0.002,7,alpha
motor network,-0.002,7,alpha
cued,-0.002,7,alpha
forms,-0.002,7,alpha
spatial temporal,-0.002,7,alpha
low level,-0.002,7,alpha
angry,-0.002,7,alpha
pictures,-0.002,7,alpha
sequence,-0.003,7,alpha
expression,-0.003,7,alpha
communication,-0.003,7,alpha
detection task,-0.003,7,alpha
verb,-0.003,7,alpha
concrete,-0.003,7,alpha
lateral medial,-0.003,7,alpha
facial expressions,-0.003,7,alpha
cortex inferior,-0.003,7,alpha
asymmetry,-0.003,7,alpha
imagine,-0.003,7,alpha
remember,-0.003,7,alpha
rehabilitation,-0.003,7,alpha
hubs,-0.003,7,alpha
cue,-0.003,7,alpha
hub,-0.003,7,alpha
goal,-0.003,7,alpha
judgment task,-0.003,7,alpha
cortex parietal,-0.003,7,alpha
temporal inferior,-0.003,7,alpha
opercular,-0.003,7,alpha
pointing,-0.003,7,alpha
supplementary,-0.003,7,alpha
sources,-0.003,7,alpha
cortex frontal,-0.003,7,alpha
adaptation,-0.003,7,alpha
instructions,-0.003,7,alpha
correctly,-0.004,7,alpha
pairs,-0.004,7,alpha
oddball,-0.004,7,alpha
domain general,-0.004,7,alpha
expressions,-0.004,7,alpha
encoding,-0.004,7,alpha
congruent,-0.004,7,alpha
inhibition,-0.004,7,alpha
selection,-0.004,7,alpha
monitoring,-0.004,7,alpha
dorsal,-0.004,7,alpha
rule,-0.004,7,alpha
detected,-0.004,7,alpha
dorsal ventral,-0.004,7,alpha
lateral temporal,-0.004,7,alpha
response time,-0.004,7,alpha
rt,-0.004,7,alpha
inhibit,-0.004,7,alpha
nogo,-0.005,7,alpha
mtg,-0.005,7,alpha
midline,-0.005,7,alpha
matching task,-0.005,7,alpha
confidence,-0.005,7,alpha
abstract,-0.005,7,alpha
lobule,-0.005,7,alpha
unfamiliar,-0.005,7,alpha
visual stimulus,-0.005,7,alpha
aphasia,-0.005,7,alpha
anterior posterior,-0.005,7,alpha
motor function,-0.005,7,alpha
tracking,-0.005,7,alpha
superior inferior,-0.006,7,alpha
character,-0.006,7,alpha
switch,-0.006,7,alpha
frontal temporal,-0.006,7,alpha
complex,-0.006,7,alpha
tasks,-0.006,7,alpha
shifting,-0.006,7,alpha
amnestic,-0.006,7,alpha
eye field,-0.006,7,alpha
occipital parietal,-0.006,7,alpha
middle superior,-0.006,7,alpha
real world,-0.006,7,alpha
rhythm,-0.006,7,alpha
demand,-0.007,7,alpha
parietal lobe,-0.007,7,alpha
memory encoding,-0.007,7,alpha
demanding,-0.007,7,alpha
broca,-0.007,7,alpha
encode,-0.007,7,alpha
conjunction,-0.007,7,alpha
form,-0.007,7,alpha
electrical,-0.007,7,alpha
memory performance,-0.007,7,alpha
gyrus mfg,-0.007,7,alpha
cortex middle,-0.007,7,alpha
parietal network,-0.007,7,alpha
place,-0.007,7,alpha
construction,-0.007,7,alpha
compensation,-0.007,7,alpha
theory mind,-0.008,7,alpha
finger movements,-0.008,7,alpha
occipital lobe,-0.008,7,alpha
operculum,-0.008,7,alpha
familiarity,-0.008,7,alpha
motor imagery,-0.008,7,alpha
intense,-0.008,7,alpha
memory test,-0.008,7,alpha
interhemispheric,-0.008,7,alpha
integrating,-0.008,7,alpha
manual,-0.008,7,alpha
depth,-0.008,7,alpha
word recognition,-0.008,7,alpha
contextual,-0.008,7,alpha
remembered,-0.008,7,alpha
semantics,-0.008,7,alpha
images,-0.009,7,alpha
memory,-0.009,7,alpha
dominant,-0.009,7,alpha
postcentral,-0.009,7,alpha
attended,-0.009,7,alpha
button,-0.009,7,alpha
foot,-0.009,7,alpha
fronto temporal,-0.009,7,alpha
letters,-0.009,7,alpha
schizophrenic,-0.009,7,alpha
reorganization,-0.009,7,alpha
mind,-0.01,7,alpha
integrated,-0.01,7,alpha
flexibility,-0.01,7,alpha
ipl,-0.01,7,alpha
retrosplenial cortex,-0.01,7,alpha
lobule ipl,-0.01,7,alpha
theory,-0.01,7,alpha
dyslexia,-0.01,7,alpha
intervals,-0.01,7,alpha
covert,-0.01,7,alpha
deprivation,-0.01,7,alpha
temporal frontal,-0.011,7,alpha
attentional control,-0.011,7,alpha
congruency,-0.011,7,alpha
fronto,-0.011,7,alpha
detecting,-0.011,7,alpha
arm,-0.011,7,alpha
facial,-0.011,7,alpha
force,-0.011,7,alpha
sensory information,-0.011,7,alpha
primary secondary,-0.011,7,alpha
mental state,-0.011,7,alpha
executed,-0.011,7,alpha
speakers,-0.011,7,alpha
parietal lobules,-0.012,7,alpha
space,-0.012,7,alpha
autism,-0.012,7,alpha
stimulation tms,-0.012,7,alpha
language network,-0.012,7,alpha
frontal eye,-0.012,7,alpha
natural,-0.012,7,alpha
saccade,-0.012,7,alpha
recognize,-0.012,7,alpha
tapping,-0.012,7,alpha
magnetic stimulation,-0.012,7,alpha
ventral premotor,-0.013,7,alpha
mirror,-0.013,7,alpha
lateralization,-0.013,7,alpha
stroke,-0.013,7,alpha
temporal occipital,-0.013,7,alpha
visuo spatial,-0.013,7,alpha
cortical,-0.013,7,alpha
motor premotor,-0.013,7,alpha
sensory motor,-0.013,7,alpha
planning,-0.013,7,alpha
gyrus superior,-0.013,7,alpha
recognition memory,-0.013,7,alpha
autobiographical memory,-0.013,7,alpha
shifts,-0.014,7,alpha
discriminative,-0.014,7,alpha
gyrus precuneus,-0.014,7,alpha
task positive,-0.014,7,alpha
symbolic,-0.014,7,alpha
spontaneous,-0.014,7,alpha
lateral parietal,-0.014,7,alpha
fronto parietal,-0.014,7,alpha
preparatory,-0.014,7,alpha
primary sensorimotor,-0.014,7,alpha
lexical,-0.015,7,alpha
task relevant,-0.015,7,alpha
attending,-0.015,7,alpha
erp,-0.015,7,alpha
perceiving,-0.015,7,alpha
anterior superior,-0.015,7,alpha
chinese,-0.016,7,alpha
targets,-0.016,7,alpha
motor task,-0.016,7,alpha
repetition,-0.016,7,alpha
percept,-0.016,7,alpha
person,-0.016,7,alpha
finger,-0.016,7,alpha
readers,-0.016,7,alpha
hand movements,-0.016,7,alpha
illusion,-0.016,7,alpha
sn,-0.016,7,alpha
eye movement,-0.016,7,alpha
mental imagery,-0.017,7,alpha
handed,-0.017,7,alpha
subtraction,-0.017,7,alpha
cortices,-0.017,7,alpha
written,-0.017,7,alpha
arithmetic,-0.017,7,alpha
language comprehension,-0.017,7,alpha
naming,-0.017,7,alpha
english,-0.017,7,alpha
sequences,-0.017,7,alpha
movement,-0.017,7,alpha
mentalizing,-0.017,7,alpha
somatosensory cortices,-0.018,7,alpha
s1,-0.018,7,alpha
familiar,-0.018,7,alpha
premotor cortex,-0.018,7,alpha
pseudowords,-0.018,7,alpha
limb,-0.018,7,alpha
cortex suggest,-0.018,7,alpha
target,-0.018,7,alpha
temporal parietal,-0.019,7,alpha
anterior intraparietal,-0.019,7,alpha
congruent incongruent,-0.019,7,alpha
categories,-0.019,7,alpha
passive,-0.019,7,alpha
heard,-0.019,7,alpha
secondary somatosensory,-0.019,7,alpha
eye fields,-0.019,7,alpha
musicians,-0.02,7,alpha
premotor,-0.02,7,alpha
linguistic,-0.02,7,alpha
goals,-0.02,7,alpha
sentence comprehension,-0.02,7,alpha
unimodal,-0.02,7,alpha
attention network,-0.02,7,alpha
decoding,-0.02,7,alpha
speaking,-0.02,7,alpha
parietal occipital,-0.02,7,alpha
facial expression,-0.021,7,alpha
visually presented,-0.021,7,alpha
saccades,-0.021,7,alpha
silent,-0.021,7,alpha
visuomotor,-0.021,7,alpha
watching,-0.021,7,alpha
sii,-0.021,7,alpha
retrieved,-0.022,7,alpha
gaze,-0.022,7,alpha
primary motor,-0.022,7,alpha
motor cortex,-0.022,7,alpha
bilinguals,-0.022,7,alpha
motor,-0.022,7,alpha
execution,-0.022,7,alpha
articulatory,-0.022,7,alpha
spatial information,-0.022,7,alpha
index finger,-0.022,7,alpha
face recognition,-0.022,7,alpha
sensorimotor,-0.023,7,alpha
spl,-0.023,7,alpha
stimulation,-0.023,7,alpha
category,-0.023,7,alpha
beliefs,-0.023,7,alpha
recognition,-0.023,7,alpha
sensorimotor cortex,-0.024,7,alpha
passively,-0.024,7,alpha
ipsilateral,-0.024,7,alpha
parietal lobule,-0.024,7,alpha
imagery,-0.024,7,alpha
primary somatosensory,-0.024,7,alpha
naturalistic,-0.024,7,alpha
dorsal premotor,-0.024,7,alpha
syntactic,-0.024,7,alpha
semantic,-0.024,7,alpha
temporoparietal junction,-0.024,7,alpha
item,-0.025,7,alpha
knowledge,-0.025,7,alpha
verbs,-0.025,7,alpha
fixation,-0.025,7,alpha
imitation,-0.025,7,alpha
shapes,-0.025,7,alpha
fusiform gyri,-0.025,7,alpha
recollection,-0.025,7,alpha
si,-0.025,7,alpha
memories,-0.025,7,alpha
information,-0.026,7,alpha
sentences,-0.026,7,alpha
tone,-0.026,7,alpha
orthographic,-0.026,7,alpha
functional connectivity,-0.026,7,alpha
production,-0.026,7,alpha
frontoparietal network,-0.027,7,alpha
virtual,-0.027,7,alpha
dorsal attention,-0.027,7,alpha
cortex m1,-0.027,7,alpha
touch,-0.027,7,alpha
somatosensory,-0.027,7,alpha
somatosensory cortex,-0.027,7,alpha
read,-0.027,7,alpha
sentence,-0.027,7,alpha
color,-0.028,7,alpha
items,-0.028,7,alpha
predictions,-0.028,7,alpha
cross modal,-0.029,7,alpha
default network,-0.029,7,alpha
movements,-0.029,7,alpha
cortex pcc,-0.029,7,alpha
occipital temporal,-0.029,7,alpha
temporal gyri,-0.029,7,alpha
comprehension,-0.029,7,alpha
matching,-0.029,7,alpha
speech production,-0.029,7,alpha
lingual,-0.03,7,alpha
gyrus,-0.03,7,alpha
lateralized,-0.03,7,alpha
m1,-0.03,7,alpha
frontoparietal,-0.03,7,alpha
cortex ppc,-0.03,7,alpha
switching,-0.03,7,alpha
junction tpj,-0.031,7,alpha
phonological,-0.031,7,alpha
vocal,-0.032,7,alpha
tactile,-0.032,7,alpha
posterior anterior,-0.032,7,alpha
inferior parietal,-0.032,7,alpha
hand,-0.032,7,alpha
visual attention,-0.032,7,alpha
characters,-0.032,7,alpha
words,-0.033,7,alpha
word form,-0.033,7,alpha
rest,-0.033,7,alpha
hands,-0.033,7,alpha
dimensional,-0.034,7,alpha
agent,-0.034,7,alpha
eye,-0.034,7,alpha
word,-0.034,7,alpha
superior middle,-0.034,7,alpha
tpj,-0.035,7,alpha
retrosplenial,-0.035,7,alpha
gestures,-0.035,7,alpha
ppc,-0.035,7,alpha
visuo,-0.035,7,alpha
lingual gyrus,-0.036,7,alpha
video clips,-0.036,7,alpha
spoken,-0.036,7,alpha
visual stimuli,-0.036,7,alpha
pcc,-0.036,7,alpha
language,-0.037,7,alpha
supramarginal,-0.037,7,alpha
episodic memory,-0.037,7,alpha
ffa,-0.037,7,alpha
object recognition,-0.037,7,alpha
face ffa,-0.037,7,alpha
supramarginal gyrus,-0.037,7,alpha
visual auditory,-0.038,7,alpha
calculation,-0.038,7,alpha
locations,-0.038,7,alpha
contralateral,-0.038,7,alpha
navigation,-0.038,7,alpha
junction,-0.038,7,alpha
auditory stimuli,-0.039,7,alpha
rotation,-0.039,7,alpha
connectivity,-0.039,7,alpha
letter,-0.039,7,alpha
primary,-0.039,7,alpha
visual field,-0.04,7,alpha
parietal frontal,-0.041,7,alpha
reaching,-0.041,7,alpha
tools,-0.041,7,alpha
musical,-0.041,7,alpha
faces,-0.041,7,alpha
grasping,-0.041,7,alpha
human,-0.041,7,alpha
action,-0.042,7,alpha
sulcus ips,-0.042,7,alpha
fusiform face,-0.043,7,alpha
streams,-0.043,7,alpha
ips,-0.043,7,alpha
cortex precuneus,-0.043,7,alpha
selective attention,-0.044,7,alpha
voice,-0.044,7,alpha
speaker,-0.044,7,alpha
noise,-0.044,7,alpha
pitch,-0.044,7,alpha
temporoparietal,-0.044,7,alpha
network dmn,-0.044,7,alpha
orienting,-0.044,7,alpha
hemisphere,-0.044,7,alpha
parietal junction,-0.045,7,alpha
attentional,-0.045,7,alpha
temporo,-0.045,7,alpha
viewing,-0.045,7,alpha
temporal cortex,-0.046,7,alpha
visual word,-0.046,7,alpha
hearing,-0.046,7,alpha
superior parietal,-0.047,7,alpha
actions,-0.048,7,alpha
fusiform gyrus,-0.048,7,alpha
attention,-0.048,7,alpha
music,-0.048,7,alpha
parietal cortex,-0.048,7,alpha
episodic,-0.049,7,alpha
default,-0.049,7,alpha
perceptual,-0.05,7,alpha
heschl,-0.052,7,alpha
temporo parietal,-0.052,7,alpha
heschl gyrus,-0.052,7,alpha
modalities,-0.053,7,alpha
listened,-0.053,7,alpha
visually,-0.053,7,alpha
gyrus stg,-0.054,7,alpha
default mode,-0.054,7,alpha
auditory visual,-0.054,7,alpha
video,-0.054,7,alpha
stream,-0.054,7,alpha
speech perception,-0.054,7,alpha
posterior middle,-0.055,7,alpha
primary auditory,-0.055,7,alpha
modality,-0.056,7,alpha
occipitotemporal cortex,-0.056,7,alpha
retrieval,-0.056,7,alpha
posterior cingulate,-0.056,7,alpha
intraparietal sulcus,-0.056,7,alpha
eye movements,-0.057,7,alpha
acoustic,-0.057,7,alpha
memory retrieval,-0.057,7,alpha
visuospatial,-0.057,7,alpha
middle temporal,-0.057,7,alpha
spatial attention,-0.058,7,alpha
visual cortices,-0.058,7,alpha
posterior temporal,-0.058,7,alpha
integration,-0.058,7,alpha
intentional,-0.058,7,alpha
body,-0.059,7,alpha
dmn,-0.059,7,alpha
auditory cortex,-0.06,7,alpha
visual perception,-0.06,7,alpha
speech,-0.061,7,alpha
selective,-0.061,7,alpha
sound,-0.061,7,alpha
reading,-0.062,7,alpha
listening,-0.062,7,alpha
occipitotemporal,-0.063,7,alpha
temporal,-0.063,7,alpha
face,-0.063,7,alpha
action observation,-0.063,7,alpha
posterior parietal,-0.063,7,alpha
sensory,-0.064,7,alpha
intraparietal,-0.066,7,alpha
planum,-0.066,7,alpha
sounds,-0.066,7,alpha
occipito temporal,-0.068,7,alpha
posterior superior,-0.069,7,alpha
fusiform,-0.07,7,alpha
visual motion,-0.07,7,alpha
parietal,-0.07,7,alpha
psts,-0.071,7,alpha
temporale,-0.071,7,alpha
planum temporale,-0.071,7,alpha
parieto occipital,-0.071,7,alpha
multisensory,-0.071,7,alpha
auditory,-0.072,7,alpha
location,-0.072,7,alpha
parieto,-0.073,7,alpha
spatial,-0.074,7,alpha
sulcus sts,-0.074,7,alpha
temporal gyrus,-0.075,7,alpha
sts,-0.076,7,alpha
videos,-0.076,7,alpha
precuneus posterior,-0.077,7,alpha
temporal sulcus,-0.077,7,alpha
superior temporal,-0.079,7,alpha
audiovisual,-0.08,7,alpha
v5,-0.08,7,alpha
superior,-0.082,7,alpha
middle occipital,-0.086,7,alpha
ventral visual,-0.087,7,alpha
occipito,-0.089,7,alpha
primary visual,-0.089,7,alpha
inferior occipital,-0.09,7,alpha
angular,-0.094,7,alpha
visual cortex,-0.096,7,alpha
perception,-0.096,7,alpha
lateral occipital,-0.099,7,alpha
angular gyrus,-0.1,7,alpha
sulcus,-0.102,7,alpha
posterior,-0.103,7,alpha
visual stream,-0.104,7,alpha
mt,-0.105,7,alpha
occipital gyrus,-0.107,7,alpha
objects,-0.109,7,alpha
extrastriate,-0.115,7,alpha
object,-0.117,7,alpha
precuneus,-0.129,7,alpha
motion,-0.131,7,alpha
early visual,-0.131,7,alpha
vision,-0.131,7,alpha
sighted,-0.136,7,alpha
occipital cortex,-0.139,7,alpha
v1,-0.14,7,alpha
cuneus,-0.153,7,alpha
occipital,-0.212,7,alpha
visual,-0.215,7,alpha
visual,0.207,7,beta
occipital,0.203,7,beta
cuneus,0.153,7,beta
superior temporal,0.151,7,beta
superior,0.143,7,beta
auditory,0.138,7,beta
sighted,0.136,7,beta
temporal sulcus,0.134,7,beta
sts,0.133,7,beta
motion,0.133,7,beta
v1,0.133,7,beta
precuneus,0.133,7,beta
occipital cortex,0.132,7,beta
temporal,0.132,7,beta
listening,0.131,7,beta
temporal gyrus,0.13,7,beta
sounds,0.13,7,beta
audiovisual,0.129,7,beta
vision,0.126,7,beta
temporale,0.125,7,beta
planum temporale,0.125,7,beta
early visual,0.124,7,beta
perception,0.123,7,beta
sulcus sts,0.123,7,beta
acoustic,0.122,7,beta
sulcus,0.122,7,beta
speech,0.121,7,beta
planum,0.12,7,beta
listened,0.116,7,beta
auditory cortex,0.115,7,beta
extrastriate,0.112,7,beta
object,0.112,7,beta
sound,0.112,7,beta
posterior,0.111,7,beta
speech perception,0.108,7,beta
posterior superior,0.106,7,beta
gyrus stg,0.105,7,beta
objects,0.103,7,beta
mt,0.103,7,beta
occipital gyrus,0.102,7,beta
music,0.102,7,beta
visual stream,0.101,7,beta
speaker,0.1,7,beta
primary auditory,0.099,7,beta
auditory visual,0.099,7,beta
voice,0.097,7,beta
heschl,0.097,7,beta
heschl gyrus,0.097,7,beta
lateral occipital,0.096,7,beta
visual cortex,0.092,7,beta
multisensory,0.091,7,beta
auditory stimuli,0.09,7,beta
modality,0.089,7,beta
musical,0.089,7,beta
inferior occipital,0.089,7,beta
psts,0.087,7,beta
pitch,0.087,7,beta
spoken,0.087,7,beta
integration,0.087,7,beta
occipito,0.085,7,beta
hearing,0.085,7,beta
ventral visual,0.084,7,beta
primary visual,0.084,7,beta
noise,0.083,7,beta
precuneus posterior,0.082,7,beta
middle occipital,0.081,7,beta
videos,0.079,7,beta
visual auditory,0.079,7,beta
middle temporal,0.079,7,beta
v5,0.078,7,beta
angular gyrus,0.075,7,beta
parieto,0.074,7,beta
vocal,0.073,7,beta
location,0.073,7,beta
sensory,0.072,7,beta
posterior temporal,0.072,7,beta
spatial,0.071,7,beta
angular,0.071,7,beta
modalities,0.071,7,beta
temporal gyri,0.069,7,beta
fusiform,0.068,7,beta
visual motion,0.068,7,beta
parieto occipital,0.068,7,beta
temporal cortex,0.066,7,beta
occipito temporal,0.066,7,beta
face,0.065,7,beta
streams,0.064,7,beta
heard,0.064,7,beta
tone,0.062,7,beta
comprehension,0.062,7,beta
action observation,0.062,7,beta
occipitotemporal,0.06,7,beta
selective,0.06,7,beta
visual perception,0.06,7,beta
reading,0.059,7,beta
posterior middle,0.059,7,beta
language,0.059,7,beta
body,0.059,7,beta
spatial attention,0.059,7,beta
posterior cingulate,0.058,7,beta
stream,0.058,7,beta
posterior parietal,0.058,7,beta
sentences,0.057,7,beta
intraparietal,0.056,7,beta
linguistic,0.056,7,beta
default mode,0.055,7,beta
visuospatial,0.055,7,beta
hemisphere,0.055,7,beta
occipitotemporal cortex,0.054,7,beta
video,0.054,7,beta
visual cortices,0.054,7,beta
parietal,0.054,7,beta
intentional,0.053,7,beta
gyrus,0.052,7,beta
dmn,0.052,7,beta
eye movements,0.051,7,beta
memory retrieval,0.051,7,beta
perceptual,0.051,7,beta
anterior superior,0.051,7,beta
superior middle,0.051,7,beta
selective attention,0.05,7,beta
orienting,0.05,7,beta
default,0.049,7,beta
temporo parietal,0.049,7,beta
attentional,0.048,7,beta
intraparietal sulcus,0.048,7,beta
attention,0.048,7,beta
temporoparietal,0.048,7,beta
cortex precuneus,0.047,7,beta
fusiform gyrus,0.046,7,beta
sentence,0.046,7,beta
fusiform face,0.045,7,beta
production,0.045,7,beta
speech production,0.045,7,beta
viewing,0.044,7,beta
retrieval,0.043,7,beta
temporo,0.043,7,beta
visual word,0.043,7,beta
faces,0.043,7,beta
temporal frontal,0.042,7,beta
episodic,0.042,7,beta
superior parietal,0.042,7,beta
parietal cortex,0.041,7,beta
junction,0.041,7,beta
words,0.04,7,beta
lateralized,0.04,7,beta
ffa,0.04,7,beta
network dmn,0.04,7,beta
posterior anterior,0.039,7,beta
phonological,0.039,7,beta
visual field,0.039,7,beta
parietal frontal,0.038,7,beta
facial expression,0.038,7,beta
cross modal,0.038,7,beta
ips,0.038,7,beta
connectivity,0.038,7,beta
language comprehension,0.038,7,beta
face ffa,0.038,7,beta
syntactic,0.038,7,beta
human,0.038,7,beta
visually,0.038,7,beta
sulcus ips,0.038,7,beta
musicians,0.037,7,beta
parietal junction,0.037,7,beta
agent,0.037,7,beta
video clips,0.037,7,beta
locations,0.037,7,beta
dimensional,0.036,7,beta
actions,0.036,7,beta
rotation,0.036,7,beta
person,0.036,7,beta
unimodal,0.036,7,beta
object recognition,0.036,7,beta
tpj,0.035,7,beta
pcc,0.035,7,beta
navigation,0.035,7,beta
gestures,0.035,7,beta
letter,0.035,7,beta
lingual gyrus,0.034,7,beta
episodic memory,0.034,7,beta
tools,0.034,7,beta
speaking,0.034,7,beta
retrosplenial,0.033,7,beta
silent,0.033,7,beta
naturalistic,0.033,7,beta
visual stimuli,0.033,7,beta
reaching,0.033,7,beta
visual attention,0.033,7,beta
rest,0.033,7,beta
ppc,0.033,7,beta
visuo,0.033,7,beta
theory mind,0.032,7,beta
action,0.032,7,beta
mentalizing,0.032,7,beta
word,0.032,7,beta
memories,0.032,7,beta
eye,0.031,7,beta
calculation,0.031,7,beta
word form,0.031,7,beta
decoding,0.031,7,beta
temporoparietal junction,0.031,7,beta
junction tpj,0.03,7,beta
fronto temporal,0.03,7,beta
cortex ppc,0.03,7,beta
characters,0.03,7,beta
supramarginal gyrus,0.03,7,beta
beliefs,0.03,7,beta
information,0.029,7,beta
color,0.029,7,beta
lateralization,0.029,7,beta
frontoparietal network,0.029,7,beta
natural,0.029,7,beta
read,0.029,7,beta
semantic,0.029,7,beta
mind,0.028,7,beta
lingual,0.028,7,beta
default network,0.028,7,beta
cortex pcc,0.028,7,beta
frontoparietal,0.028,7,beta
stimulation,0.028,7,beta
watching,0.028,7,beta
gyrus superior,0.028,7,beta
matching,0.028,7,beta
predictions,0.028,7,beta
gaze,0.027,7,beta
passively,0.027,7,beta
supramarginal,0.027,7,beta
mtg,0.027,7,beta
occipital temporal,0.027,7,beta
sequences,0.027,7,beta
fixation,0.026,7,beta
tactile,0.026,7,beta
passive,0.026,7,beta
shapes,0.026,7,beta
touch,0.026,7,beta
articulatory,0.026,7,beta
lateral temporal,0.026,7,beta
switching,0.026,7,beta
virtual,0.025,7,beta
functional connectivity,0.025,7,beta
retrieved,0.024,7,beta
item,0.024,7,beta
imitation,0.024,7,beta
sentence comprehension,0.024,7,beta
fusiform gyri,0.024,7,beta
grasping,0.024,7,beta
sii,0.024,7,beta
spl,0.023,7,beta
repetition,0.023,7,beta
dorsal attention,0.023,7,beta
theory,0.023,7,beta
recollection,0.023,7,beta
spatial information,0.023,7,beta
recognition,0.023,7,beta
lexical,0.022,7,beta
cortices,0.022,7,beta
facial,0.022,7,beta
category,0.022,7,beta
face recognition,0.022,7,beta
